SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,PRICE,ZIP OR POSTAL CODE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,MLS#,LATITUDE,LONGITUDE,NEIGHBORHOOD
2018-04-11,Condo/Co-op,526 E Queen St #3,Inglewood,294000,90301,2.0,2.0,1142.0,8752.0,1970,651.0,257.0,210.0,18-321466,33.962355200000005,-118.34737790000001,Inglewood
2018-08-21,Condo/Co-op,5300 Fairview #22,Los Angeles,440000,90056,2.0,2.0,950.0,30473.0,1969,519.0,463.0,285.0,18-332444,33.9795651,-118.37218850000001,Inglewood
2018-12-14,Condo/Co-op,852 W Beach Ave #15,Inglewood,399900,90302,2.0,2.0,973.0,25379.0,1971,404.0,411.0,250.0,IV18247123,33.9730737,-118.3655992,Inglewood
2018-06-01,Condo/Co-op,7050 S La Cienega #4,Inglewood,445000,90302,2.0,2.25,1040.0,6363.0,1988,600.0,428.0,246.0,SR18078587,33.972693,-118.3698666,Inglewood
2018-02-26,Condo/Co-op,110 E Hillcrest #104,Inglewood,280000,90301,2.0,1.0,840.0,28547.0,1972,695.0,333.0,200.0,17-259542,33.9564435,-118.35432,Inglewood
2018-06-15,Condo/Co-op,534 Venice Way #19,Inglewood,456500,90302,2.0,2.0,1320.0,24058.0,1989,586.0,346.0,238.0,18-333908,33.9708169,-118.3644226,Inglewood
2018-10-11,Condo/Co-op,610 W Regent #2,Inglewood,435000,90301,2.0,2.0,1071.0,26122.0,1980,468.0,406.0,265.0,PW18217505,33.9639041,-118.36695719999999,Inglewood
2018-06-08,Condo/Co-op,526 E Queen St #8,Inglewood,345000,90301,2.0,2.0,1076.0,8752.0,1970,593.0,321.0,210.0,RS18011925,33.962355200000005,-118.34737790000001,Inglewood
2019-12-31,Condo/Co-op,919 E La Palma Dr #8,Inglewood,299000,90301,1.0,1.0,632.0,11415.0,1959,22.0,473.0,175.0,19-516316,33.9557286,-118.3492147,Inglewood
2019-10-21,Condo/Co-op,526 E Queen St #6,Inglewood,475000,90301,2.0,2.0,1200.0,8752.0,1970,93.0,396.0,210.0,19-499892,33.962355200000005,-118.34737790000001,Inglewood
2018-04-11,Condo/Co-op,719 N Eucalyptus Ave Unit 7A,Inglewood,307000,90302,1.0,1.0,717.0,67411.0,1973,651.0,428.0,220.0,PW18048589,33.9719002,-118.3594466,Inglewood
2018-02-08,Condo/Co-op,746 N Eucalyptus Ave #14,Inglewood,430000,90302,2.0,2.0,1025.0,24728.0,1981,713.0,420.0,175.0,18-299540,33.972987200000006,-118.35888090000002,Inglewood
2018-10-05,Condo/Co-op,800 N Eucalyptus Ave #109,Inglewood,365000,90302,2.0,1.0,856.0,24724.0,1962,474.0,426.0,197.0,18-360166,33.9732617,-118.3588955,Inglewood
2019-03-08,Condo/Co-op,800 N Eucalyptus Ave #204,Inglewood,365000,90302,2.0,1.0,856.0,24724.0,1962,320.0,426.0,197.0,18-365158,33.9732617,-118.3588955,Inglewood
2019-07-03,Condo/Co-op,730 N Eucalyptus Ave #12,Inglewood,364900,90302,2.0,1.25,986.0,27292.0,1972,203.0,370.0,220.0,19-467242,33.9724143,-118.35905109999999,Inglewood
2019-08-30,Condo/Co-op,719 N Eucalyptus Ave Unit 14-B,Inglewood,349900,90302,2.0,1.5,1059.0,67411.0,1973,145.0,330.0,220.0,DW19173993,33.9719002,-118.3594466,Inglewood
2019-10-09,Condo/Co-op,800 N Eucalyptus Ave #203,Inglewood,350000,90302,2.0,1.0,856.0,24724.0,1962,105.0,409.0,197.0,19-470770,33.9732617,-118.3588955,Inglewood
2020-01-10,Condo/Co-op,730 N Eucalyptus Ave #15,Inglewood,345000,90302,2.0,2.0,986.0,27292.0,1972,12.0,350.0,220.0,19-516710,33.9724143,-118.35905109999999,Inglewood
2019-03-20,Condo/Co-op,559 E Hazel St #2,Inglewood,356500,90302,2.0,2.0,840.0,20020.0,1962,308.0,424.0,217.0,SB19011671,33.9731599,-118.34684750000001,Inglewood
2018-07-24,Condo/Co-op,534 E Hazel St #6,Inglewood,435000,90302,2.0,3.0,1177.0,13079.0,1981,547.0,370.0,284.0,18-354122,33.97238170000001,-118.34765459999998,Inglewood
2018-08-28,Condo/Co-op,534 E Hazel St #9,Inglewood,430000,90302,2.0,3.0,1279.0,13079.0,1981,512.0,336.0,284.0,18-353908,33.97238170000001,-118.34765459999998,Inglewood
2018-05-08,Condo/Co-op,601 S Grevillea Ave #3,Inglewood,395000,90301,3.0,2.0,1180.0,10074.0,1988,624.0,335.0,190.0,18-321054,33.9565777,-118.3553344,Inglewood
2018-08-14,Condo/Co-op,917 E La Palma Dr #5,Inglewood,303000,90301,1.0,1.0,648.0,11384.0,1959,526.0,468.0,195.0,BB18165370,33.9557279,-118.34937959999999,Inglewood
2018-08-31,Condo/Co-op,5362 Fairview,Los Angeles,708500,90056,4.0,2.5,2302.0,30414.0,1965,509.0,308.0,308.0,18-344924,33.9794848,-118.3736702,Inglewood
2019-06-10,Condo/Co-op,5300 Fairview #16,Los Angeles,426000,90056,2.0,1.75,911.0,30473.0,1969,226.0,468.0,342.0,19-451120,33.9795651,-118.37218850000001,Inglewood
2019-10-11,Condo/Co-op,5300 Fairview Blvd #12,Los Angeles,440000,90056,1.0,1.5,907.0,30473.0,1969,103.0,485.0,342.0,OC19190298,33.9795651,-118.37218850000001,Inglewood
2018-03-22,Condo/Co-op,415 E Tamarack Ave #8,Inglewood,415000,90301,2.0,2.0,1258.0,76011.0,1989,671.0,330.0,339.0,18-302760,33.959258500000004,-118.34800190000001,Inglewood
2018-05-24,Condo/Co-op,322 E Spruce Ave Unit E,Inglewood,460000,90301,2.0,2.0,1233.0,9514.0,1964,608.0,373.0,372.0,18-335078,33.958672299999996,-118.34941370000001,Inglewood
2018-05-31,Condo/Co-op,320 E Spruce Ave Unit D,Inglewood,454000,90301,2.0,2.0,1168.0,9495.0,1964,601.0,389.0,160.0,18-335180,33.958599,-118.34953200000001,Inglewood
2019-12-24,Condo/Co-op,438 E Spruce Ave #141,Inglewood,377000,90301,1.0,1.0,941.0,60893.0,1989,29.0,401.0,334.0,CV19234874,33.9599691,-118.3474388,Inglewood
2018-03-30,Condo/Co-op,555 Evergreen St #13,Inglewood,415000,90302,2.0,2.5,1007.0,17884.0,1982,663.0,412.0,300.0,18-314076,33.9753777,-118.36940609999999,Inglewood
2019-04-22,Condo/Co-op,555 Evergreen St #12,Inglewood,450000,90302,2.0,2.5,1007.0,17884.0,1982,275.0,447.0,300.0,19-440636,33.9753777,-118.36940609999999,Inglewood
2019-05-31,Condo/Co-op,540 Evergreen St #8,Inglewood,404000,90302,2.0,2.0,1044.0,22242.0,1963,236.0,387.0,250.0,19-445226,33.9749837,-118.36881140000001,Inglewood
2019-05-30,Condo/Co-op,852 W Beach Ave #24,Inglewood,413000,90302,2.0,1.5,973.0,25379.0,1971,237.0,424.0,275.0,19-442408,33.9730737,-118.3655992,Inglewood
2019-10-18,Condo/Co-op,7000 S La Cienega Blvd #27,Inglewood,375000,90302,2.0,1.5,941.0,27207.0,1963,96.0,399.0,295.0,IN19191284,33.974138700000005,-118.3695422,Inglewood
2019-11-26,Condo/Co-op,855 Victor Ave #325,Inglewood,385000,90302,2.0,2.0,981.0,50066.0,1964,57.0,392.0,244.0,SB19211324,33.9728727,-118.3665311,Inglewood
2019-10-15,Condo/Co-op,822 Victor Ave #18,Inglewood,400000,90302,2.0,3.0,1086.0,22418.0,1981,99.0,368.0,250.0,19-454902,33.9714058,-118.3661961,Inglewood
2019-09-20,Condo/Co-op,3321 W 78Th St,Los Angeles,320000,90043,2.0,1.0,862.0,31240.0,1949,124.0,371.0,191.0,OC19183916,33.9692354,-118.330527,Inglewood
2018-09-27,Condo/Co-op,6624 Springpark Ave Unit 1A,Los Angeles,689000,90056,2.0,2.0,1510.0,9362.0,1967,482.0,456.0,365.0,18-378858,33.9799533,-118.3750023,Inglewood
2018-05-11,Condo/Co-op,601 S Grevillea Ave #8,Inglewood,400000,90301,3.0,2.0,1180.0,10074.0,1988,621.0,339.0,190.0,MB18063233,33.9565777,-118.3553344,Inglewood
2018-02-21,Condo/Co-op,917 E La Palma #4,Inglewood,220000,90301,1.0,1.0,632.0,1000.0,1959,700.0,348.0,125.0,SB17276850,33.9557279,-118.34937959999999,Inglewood
2019-07-10,Condo/Co-op,6740 Springpark Ave #211,Los Angeles,555000,90056,2.0,2.0,1606.0,30168.0,1965,196.0,346.0,300.0,SB19074158,33.9784512,-118.37430249999998,Inglewood
2019-01-28,Condo/Co-op,555 Evergreen St #16,Inglewood,400000,90302,2.0,3.0,941.0,17884.0,1982,359.0,425.0,0.0,CV18297991,33.9753777,-118.36940609999999,Inglewood
2019-01-25,Condo/Co-op,8701 Chessington Dr Unit E,Inglewood,465000,90305,2.0,2.0,1041.0,99372.0,1987,362.0,447.0,375.0,SR18289631,33.959174600000004,-118.33867790000001,Inglewood
2019-09-06,Condo/Co-op,8730 Beckenham Ln Unit F,Inglewood,515000,90305,2.0,2.0,1041.0,98751.0,1986,138.0,495.0,375.0,SW19136969,33.9578023,-118.3392209,Inglewood
2019-10-21,Condo/Co-op,3851 Amberly Dr Unit B,Inglewood,500000,90305,3.0,2.0,1199.0,83347.0,1987,93.0,417.0,400.0,819004249,33.957738799999994,-118.3394646,Inglewood
2018-02-13,Condo/Co-op,729 Cory Dr #3,Inglewood,545000,90302,4.0,2.5,2050.0,16680.0,2007,708.0,266.0,230.0,17-295168,33.9702956,-118.3686158,Inglewood
2019-03-18,Condo/Co-op,614 Venice Way #214,Inglewood,335000,90302,1.0,1.0,760.0,28711.0,1990,310.0,441.0,250.0,18-393014,33.9702979,-118.36498030000001,Inglewood
2019-07-30,Condo/Co-op,620 W Hyde Park Blvd #313,Inglewood,373000,90302,2.0,2.0,1031.0,65877.0,1983,176.0,362.0,280.0,SB19053475,33.9689614,-118.36404679999998,Inglewood
2018-09-27,Condo/Co-op,900 Kincaid Ave #3,Inglewood,375000,90302,2.0,1.0,857.0,22815.0,1964,482.0,438.0,274.0,18-376594,33.973908,-118.36785320000001,Inglewood
2018-09-14,Condo/Co-op,620 W Hyde Park Blvd #108,Inglewood,260000,90302,2.0,2.0,1031.0,66099.0,1983,495.0,252.0,280.0,SB17032781,33.9689614,-118.36404679999998,Inglewood
2018-12-03,Condo/Co-op,620 W Hyde Park Blvd #204,Inglewood,355000,90302,2.0,1.0,832.0,65877.0,1983,415.0,427.0,280.0,PV18235174,33.9689614,-118.36404679999998,Inglewood
2018-11-21,Condo/Co-op,620 W Hyde Park Blvd #314,Inglewood,440000,90302,2.0,2.0,1031.0,66099.0,1983,427.0,427.0,280.0,PW18254023,33.9689614,-118.36404679999998,Inglewood
2018-10-30,Condo/Co-op,888 Victor Ave #3,Inglewood,433000,90302,2.0,1.25,992.0,24992.0,1971,449.0,436.0,317.0,18-381870,33.972936600000004,-118.368071,Inglewood
2018-10-10,Condo/Co-op,114 N Eucalyptus Ave #3,Inglewood,549000,90301,3.0,2.0,1939.0,7876.0,1963,469.0,283.0,242.0,18-358096,33.963508600000004,-118.35920109999999,Inglewood
2018-07-20,Condo/Co-op,435 E Tamarack Ave #168,Inglewood,375000,90301,2.0,2.0,1258.0,60893.0,1989,551.0,298.0,338.0,18-347378,33.9599691,-118.3474388,Inglewood
2018-12-14,Condo/Co-op,611 E Kelso St #17,Inglewood,462500,90301,3.0,2.0,1252.0,35023.0,1961,404.0,369.0,260.0,RS18116872,33.957230200000005,-118.3479871,Inglewood
2018-07-12,Condo/Co-op,5300 Fairview #4,Los Angeles,520000,90056,2.0,2.0,1080.0,65254.0,1969,559.0,481.0,285.0,18-353236,33.9795651,-118.37218850000001,Inglewood
2018-09-21,Condo/Co-op,805 Industrial Ave #6,Inglewood,398600,90302,2.0,2.0,952.0,30723.0,1972,488.0,419.0,240.0,18-352352,33.9685724,-118.36852900000001,Inglewood
2018-03-14,Condo/Co-op,3500 W Manchester Blvd #118,Inglewood,471000,90305,3.0,1.5,1445.0,1571.0,1964,679.0,326.0,390.0,18-310032,33.9595685,-118.3324943,Inglewood
2018-03-23,Condo/Co-op,550 W Regent St #112,Inglewood,311000,90301,1.0,1.0,670.0,84404.0,1972,670.0,464.0,267.0,18-306702,33.9638783,-118.3655254,Inglewood
2019-05-03,Condo/Co-op,122 W Kelso St Unit D,Inglewood,435000,90301,2.0,2.0,954.0,22912.0,1985,264.0,456.0,200.0,19-442142,33.9588065,-118.3559092,Inglewood
2019-05-20,Condo/Co-op,3500 W Manchester #253,Inglewood,605000,90305,3.0,2.0,1595.0,1554.0,1965,247.0,379.0,365.0,19-458726,33.95747479999999,-118.3312514,Inglewood
2019-06-12,Condo/Co-op,3500 W Manchester #66,Inglewood,572000,90305,3.0,2.0,1445.0,1573.0,1964,224.0,396.0,400.0,19-458044,33.9592815,-118.33324309999999,Inglewood
2018-09-26,Condo/Co-op,3500 W Manchester #349,Inglewood,535000,90305,3.0,2.0,1493.0,1573.0,1966,483.0,358.0,365.0,18-353462,33.956916,-118.33246240000001,Inglewood
2019-10-15,Condo/Co-op,3500 W Manchester #254,Inglewood,600000,90305,3.0,2.0,1595.0,1554.0,1965,99.0,376.0,365.0,19-505596,33.95747479999999,-118.33115910000001,Inglewood
2018-03-05,Condo/Co-op,420 N Market St #10,Inglewood,255000,90302,2.0,1.0,838.0,36718.0,1960,688.0,304.0,146.0,17-279578,33.96932,-118.3536404,Inglewood
2018-10-19,Condo/Co-op,200 E Plymouth St #26,Inglewood,435000,90302,3.0,2.0,1158.0,37516.0,1989,460.0,376.0,225.0,18-359992,33.9743135,-118.3560541,Inglewood
2018-11-14,Condo/Co-op,756 N Inglewood Ave #14,Inglewood,364000,90302,2.0,2.0,953.0,24975.0,1969,434.0,382.0,225.0,SB18209488,33.9731946,-118.36070330000001,Inglewood
2019-04-01,Condo/Co-op,812 N Inglewood Ave #4,Inglewood,339000,90302,2.0,3.0,824.0,24977.0,1986,296.0,411.0,200.0,19-425502,33.9737435,-118.3607328,Inglewood
2019-09-23,Condo/Co-op,907 N Inglewood Ave #6,Inglewood,450000,90302,2.0,2.0,1098.0,7502.0,1987,121.0,410.0,379.0,SB19014933,33.9748292,-118.3616492,Inglewood
2019-09-04,Condo/Co-op,820 N Acacia St #107,Inglewood,389500,90302,2.0,3.0,887.0,27603.0,1988,140.0,439.0,300.0,SB19141931,33.9733625,-118.36345459999998,Inglewood
2019-08-27,Condo/Co-op,812 N Inglewood Ave #5,Inglewood,403000,90301,2.0,3.0,824.0,24977.0,1986,148.0,489.0,200.0,19-487394,33.9737435,-118.3607328,Inglewood
2018-04-11,Condo/Co-op,3500 W Manchester #167,Inglewood,496500,90305,2.0,2.25,1817.0,1757.0,1964,651.0,273.0,400.0,18-309978,33.9594409,-118.33122279999999,Inglewood
2019-05-24,Condo/Co-op,3500 W Manchester #214,Inglewood,515000,90305,3.0,2.0,1493.0,1573.0,1964,243.0,345.0,300.0,19-424362,33.9585326,-118.33069740000002,Inglewood
2019-04-08,Condo/Co-op,3500 W Manchester #260,Inglewood,565000,90305,2.0,2.25,1595.0,1554.0,1965,289.0,354.0,365.0,19-440780,33.957475200000005,-118.3305577,Inglewood
2018-03-01,Condo/Co-op,610 W Regent St #4,Inglewood,370000,90301,2.0,2.0,988.0,26123.0,1980,692.0,374.0,265.0,17-280270,33.9639041,-118.36695719999999,Inglewood
2019-01-24,Condo/Co-op,610 W Regent St #16,Inglewood,380000,90301,2.0,1.25,988.0,26123.0,1980,363.0,385.0,265.0,18-362756,33.9639041,-118.36695719999999,Inglewood
2018-11-01,Condo/Co-op,114 Eucalyptus #7,Inglewood,369000,90301,2.0,1.5,956.0,49005000.0,1963,447.0,386.0,201.0,SB18233041,33.963508600000004,-118.35920109999999,Inglewood
2019-07-25,Condo/Co-op,550 W Regent St #105,Inglewood,510000,90301,3.0,2.75,1478.0,84404.0,1972,181.0,345.0,355.0,19-473214,33.9638783,-118.3655254,Inglewood
2019-12-06,Condo/Co-op,114 N Eucalyptus Ave #5,Inglewood,339000,90301,1.0,1.0,671.0,7876.0,1963,47.0,505.0,208.0,SB19254129,33.963508600000004,-118.35920109999999,Inglewood
2018-09-28,Single Family Residential,15021 Kingsdale Ave,Lawndale,499000,90260,3.0,2.0,1200.0,2501.0,1956,481.0,416.0,0.0,SB18170393,33.89492620000001,-118.3570382,Lawndale
2018-09-25,Townhouse,4551 W 171St St,Lawndale,665000,90260,3.0,2.5,2188.0,17419.0,1989,484.0,304.0,163.0,PW18163171,33.87596,-118.35640500000001,Lawndale
2019-02-26,Single Family Residential,4156 W 169Th St,Lawndale,600000,90260,3.0,1.25,966.0,4308.0,1944,330.0,621.0,0.0,SB19006918,33.8773899,-118.3479983,Lawndale
2019-04-12,Townhouse,14531 Larch Ave,Lawndale,495000,90260,3.0,1.75,1381.0,2267.0,1981,285.0,358.0,200.0,SB19041304,33.8990814,-118.3504883,Lawndale
2018-12-04,Single Family Residential,4126 W 147Th St,Lawndale,423000,90260,2.0,1.0,756.0,3496.0,1953,414.0,560.0,0.0,318003999,33.8980549,-118.34711940000001,Lawndale
2019-01-14,Townhouse,4437 W 172 St,Lawndale,670000,90260,4.0,2.25,2170.0,5800.0,2003,373.0,309.0,0.0,SB18246525,33.874916,-118.35401350000001,Lawndale
2018-05-31,Single Family Residential,15701 Osage Ave,Lawndale,575000,90260,4.0,2.0,1448.0,5321.0,1955,601.0,397.0,0.0,SB18064098,33.8882932,-118.34621770000001,Lawndale
2018-08-27,Single Family Residential,14722 Kingsdale Ave,Lawndale,549000,90260,3.0,1.0,882.0,6016.0,1954,513.0,622.0,0.0,SB18157598,33.8975256,-118.3565825,Lawndale
2018-07-09,Single Family Residential,4336 W 166Th St,Lawndale,520000,90260,3.0,1.0,1155.0,4937.0,1952,562.0,450.0,0.0,SB18091259,33.879918200000006,-118.3515138,Lawndale
2019-01-30,Single Family Residential,4347 W 171St St,Lawndale,575000,90260,3.0,2.0,986.0,6744.0,1944,357.0,583.0,0.0,SB18233106,33.8759455,-118.3516965,Lawndale
2018-10-12,Single Family Residential,4724 W 161St St,Lawndale,550000,90260,2.0,1.0,992.0,5853.0,1950,467.0,554.0,0.0,PV18212103,33.8842656,-118.360097,Lawndale
2018-04-12,Townhouse,4525 170Th St,Lawndale,885000,90260,7.0,4.0,3192.0,5793.0,1989,650.0,277.0,0.0,SB18041162,33.87684829999999,-118.3556229,Lawndale
2018-03-15,Condo/Co-op,4633 Marine Ave #147,Lawndale,275000,90260,1.0,1.0,671.0,79734.0,1973,678.0,410.0,270.0,SB18032260,33.8952284,-118.3584078,Lawndale
2018-06-19,Single Family Residential,4122 W 164Th St,Lawndale,615000,90260,5.0,2.0,1894.0,5336.0,1957,582.0,325.0,0.0,PW18099037,33.881579200000004,-118.34694820000001,Lawndale
2018-08-17,Townhouse,15616 Freeman Ave Unit A,Lawndale,599900,90260,3.0,3.0,1962.0,9395.0,1994,523.0,306.0,150.0,SB18158625,33.8891315,-118.3486375,Lawndale
2019-02-27,Single Family Residential,4311 W 160Th St,Lawndale,585000,90260,3.0,2.0,1131.0,5608.0,1953,329.0,517.0,0.0,SB18162319,33.885676000000004,-118.3506007,Lawndale
2019-03-01,Single Family Residential,14611 Condon Ave,Lawndale,549000,90260,2.0,1.0,860.0,5001.0,1925,327.0,638.0,0.0,SB18279286,33.8988847,-118.3596747,Lawndale
2019-02-28,Condo/Co-op,4633 Marine Ave #241,Lawndale,275000,90260,1.0,1.0,634.0,79734.0,1973,328.0,434.0,290.0,SB18285968,33.8952284,-118.3584078,Lawndale
2019-02-13,Single Family Residential,4627 W 153Rd St,Lawndale,525000,90260,3.0,1.0,1208.0,4725.0,1955,343.0,435.0,0.0,SB18253006,33.892855700000005,-118.35859040000001,Lawndale
2018-04-25,Single Family Residential,15437 Freeman Ave,Lawndale,590000,90260,3.0,2.0,1051.0,4519.0,1947,637.0,561.0,0.0,DW18003730,33.889939,-118.34909409999999,Lawndale
2018-10-19,Townhouse,15000 Freeman Ave,Lawndale,750000,90260,6.0,2.0,1956.0,7205.0,1961,460.0,383.0,0.0,SB18128475,33.895524,-118.348487,Lawndale
2018-04-20,Condo/Co-op,16313 Prairie #4,Lawndale,377500,90260,2.0,2.5,1012.0,3692.0,1987,642.0,373.0,200.0,SB18053874,33.8822848,-118.34415,Lawndale
2018-02-09,Single Family Residential,14909 Larch Ave,Lawndale,530000,90260,2.0,1.0,945.0,7502.0,1951,712.0,561.0,0.0,PV17122359,33.8960764,-118.3505094,Lawndale
2018-10-01,Condo/Co-op,15197 Larch Ave,Lawndale,635000,90260,3.0,3.0,1856.0,41007.0,2004,478.0,342.0,125.0,18-354050,33.8932239,-118.35068899999999,Lawndale
2018-10-10,Single Family Residential,14809 Kingsdale Ave,Lawndale,665000,90260,3.0,2.0,1769.0,2508.0,1980,469.0,376.0,0.0,18-372506,33.897169700000006,-118.35706850000001,Lawndale
2018-10-26,Townhouse,15231 Eastwood Ave,Lawndale,465000,90260,2.0,2.5,1538.0,20828.0,1981,453.0,302.0,125.0,SB18188474,33.8927581,-118.34771289999999,Lawndale
2018-08-16,Single Family Residential,14902 Osage Ave,Lawndale,765000,90260,5.0,3.0,2195.0,5015.0,1949,524.0,349.0,0.0,RS18010971,33.8962779,-118.3458524,Lawndale
2018-05-15,Single Family Residential,14401 Mansel Ave,Lawndale,780000,90260,4.0,3.0,2350.0,6000.0,2018,617.0,332.0,0.0,SB18057451,33.90098270000001,-118.3562577,Lawndale
2019-03-26,Single Family Residential,14916 Firmona Ave,Lawndale,655000,90260,3.0,3.0,1862.0,2499.0,1984,302.0,352.0,0.0,19-429652,33.895895200000005,-118.35736909999999,Lawndale
2018-12-18,Single Family Residential,4135 W 163Rd St,Lawndale,572000,90260,3.0,2.0,1170.0,5331.0,1949,400.0,489.0,0.0,PW18267830,33.8829049,-118.3473363,Lawndale
2018-09-18,Townhouse,15111 Freeman Ave #1,Lawndale,475000,90260,3.0,3.0,1352.0,183130.0,1985,491.0,351.0,310.0,IN18093728,33.8936104,-118.3496466,Lawndale
2018-12-12,Townhouse,15111 Freeman Ave #92,Lawndale,480000,90260,3.0,2.5,1395.0,183130.0,1985,406.0,344.0,372.0,SB18274230,33.8936104,-118.3496466,Lawndale
2018-10-24,Condo/Co-op,14802 Condon #114,Lawndale,364000,90260,2.0,1.75,939.0,65254.0,1975,455.0,388.0,300.0,OC18227232,33.8972011,-118.35922350000001,Lawndale
2018-04-19,Single Family Residential,15345 Osage Ave,Lawndale,545000,90260,2.0,1.0,979.0,5600.0,1949,643.0,557.0,0.0,RS17271819,33.891144,-118.34635459999998,Lawndale
2018-08-03,Townhouse,4620 W 172Nd St #2,Lawndale,405000,90260,2.0,2.5,764.0,5800.0,1990,537.0,530.0,240.0,SB18145524,33.874493799999996,-118.3584246,Lawndale
2018-08-15,Townhouse,4345 W 154Th St #12,Lawndale,415000,90260,2.0,2.0,1132.0,22916.0,1984,525.0,367.0,200.0,PW18147138,33.8913826,-118.3516416,Lawndale
2018-11-05,Condo/Co-op,4633 Marine Ave #243,Lawndale,273000,90260,1.0,1.0,634.0,79734.0,1973,443.0,431.0,281.0,SB18261439,33.8952284,-118.3584078,Lawndale
2018-06-21,Townhouse,15111 Freeman Ave #19,Lawndale,475000,90260,2.0,3.0,1298.0,183130.0,1985,580.0,366.0,310.0,IN18083240,33.8936104,-118.3496466,Lawndale
2018-03-23,Condo/Co-op,4633 Marine Ave #254,Lawndale,340000,90260,2.0,2.0,823.0,79734.0,1973,670.0,413.0,313.0,SB18026218,33.8952284,-118.3584078,Lawndale
2018-07-31,Condo/Co-op,4627 W 172Nd St,Lawndale,736000,90260,4.0,2.5,1880.0,8937.0,2007,540.0,391.0,212.0,18-357626,33.875015000000005,-118.358581,Lawndale
2018-04-06,Townhouse,15227 1/2 Eastwood,Lawndale,490500,90260,2.0,2.5,1547.0,20828.0,1981,656.0,317.0,125.0,SB18029010,33.899035999999995,-118.34710600000001,Lawndale
2018-04-05,Condo/Co-op,4633 Marine Ave #216,Lawndale,270000,90260,1.0,1.0,637.0,79734.0,1973,657.0,424.0,270.0,SB18062572,33.8952284,-118.3584078,Lawndale
2018-08-13,Condo/Co-op,14931 Eastwood Ave,Lawndale,554700,90260,3.0,2.5,1871.0,14403.0,1989,527.0,296.0,150.0,18-348332,33.8955185,-118.34777,Lawndale
2018-12-21,Single Family Residential,14801 Kingsdale Ave,Lawndale,670000,90260,3.0,2.0,1662.0,2508.0,1979,397.0,403.0,0.0,SB18259218,33.897376200000004,-118.35711840000002,Lawndale
2018-07-26,Townhouse,4157 W 166Th St,Lawndale,629000,90260,3.0,3.0,2119.0,5026.0,2003,545.0,297.0,0.0,SB18075336,33.8803097,-118.34818090000002,Lawndale
2019-10-17,Townhouse,4714 W 153Rd St,Lawndale,725000,90260,4.0,2.0,1567.0,4805.0,1959,97.0,463.0,0.0,PW19189648,33.8922674,-118.36003149999999,Lawndale
2019-10-01,Single Family Residential,4612 W 153Rd St,Lawndale,658000,90260,4.0,2.0,1360.0,4950.0,1954,113.0,484.0,0.0,PW19131780,33.8924261,-118.3582252,Lawndale
2018-08-31,Condo/Co-op,16313 Prairie Ave #1,Lawndale,353000,90260,2.0,3.0,1012.0,3692.0,1987,509.0,349.0,200.0,OC18166712,33.8822848,-118.34415,Lawndale
2019-05-31,Condo/Co-op,4633 Marine Ave #235,Lawndale,370000,90260,2.0,2.0,876.0,79734.0,1973,236.0,422.0,329.0,SB19065561,33.8952284,-118.3584078,Lawndale
2018-08-27,Townhouse,4620 W 172Nd St #5,Lawndale,397000,90260,2.0,2.5,772.0,5800.0,1990,513.0,514.0,240.0,SB18134171,33.874493799999996,-118.3584246,Lawndale
2018-07-18,Single Family Residential,15027 Kingsdale Ave,Lawndale,505000,90260,3.0,1.0,1300.0,3226.0,1951,553.0,388.0,0.0,SB18019975,33.894777399999995,-118.3569925,Lawndale
2018-04-06,Townhouse,4625 W 172 St W,Lawndale,710000,90260,4.0,2.5,2050.0,8900.0,2008,656.0,346.0,212.0,SB17278362,33.875015000000005,-118.358581,Lawndale
2018-04-13,Single Family Residential,15708 Avis Ave,Lawndale,673000,90260,3.0,1.75,1372.0,5115.0,1955,649.0,491.0,0.0,PV18048646,33.8881316,-118.3449392,Lawndale
2018-03-19,Condo/Co-op,15111 Freeman Ave #79,Lawndale,472000,90260,3.0,3.0,1395.0,183130.0,1985,674.0,338.0,310.0,DW18027010,33.8936104,-118.3496466,Lawndale
2018-02-26,Condo/Co-op,4633 Marine Ave #121,Lawndale,360000,90260,2.0,2.0,953.0,79734.0,1973,695.0,378.0,345.0,CV18004743,33.8952284,-118.3584078,Lawndale
2018-08-21,Townhouse,15219 N Larch Ave N,Lawndale,650000,90260,3.0,2.5,2187.0,41007.0,2004,519.0,297.0,123.0,SB18032870,33.8930427,-118.3504638,Lawndale
2018-09-13,Townhouse,15111 Freeman Ave #33,Lawndale,470000,90260,3.0,3.0,1395.0,183130.0,1985,496.0,337.0,310.0,SB18166051,33.8936104,-118.3496466,Lawndale
2018-08-28,Single Family Residential,14809 Grevillea Ave,Lawndale,564800,90260,3.0,3.0,2176.0,3006.0,1996,512.0,260.0,0.0,PW18144853,33.8971632,-118.35511140000001,Lawndale
2018-02-26,Single Family Residential,4619 W 149Th St,Lawndale,550000,90260,3.0,2.0,1724.0,6194.0,1956,695.0,319.0,0.0,SB17136592,33.896638700000004,-118.35836210000001,Lawndale
2018-07-12,Townhouse,4155 W 161St St,Lawndale,728777,90260,5.0,2.0,1723.0,5741.0,1954,559.0,423.0,0.0,SB18101643,33.884707399999996,-118.3480072,Lawndale
